Başlık;Kira Bedeli;İlan Metni;Mahalle;İlan Tarihi;Yerleştiği Kat;Kat Sayısı;Yaşı;Oda Sayısı;Genişliği;Eşya durumu;Isınma;Aidat
BUCA MENDERES CADDESİ ÜZERİNDE ÖGRENCİYE İŞYERİNE UYGUN KİRALIK 2+1 KEFİLLİ VERİLECEKTİR;13.000 TL;"BUCA/VALİRAHMİBEY MAHALLESİ/MENDERES CADDE ÜSTÜ
BUCA BELEDİYESİNE YAKIN Cadde üzeri olan dairemiz öğrenciye ve işyerine uygundur
KEFİLLi VERİLECEKTİR 
ELEKTRİK ve SU ortaktır ara saat vardır 
camlar ısı cam Pimapen yerler laminant hazır mutfak kısmi bakımlı ferah dair e
RESİMLER De GÖRÜLDÜĞÜ GİBİDİR
resimlerin altındaki sekmede video görüntüsü var dır";Vali Rahmi Bey;04-10-2024;En Üst Kat;4 Katlı;45 Yaşında;2 + 1;/ 75 m2;Eşyalı Değil;Elektrik;75 TL
Buca Batı Çıkışı Doğalgazlı Full Eşyalı Lüx 3+1;25.500 TL;"İZMİR BUCA MERKEZDE  ''KENT BUCA 1'',''KENT BUCA 2'' , ''LİDYA CONCEPT'' , ''LİDYA YAŞAM EVLERİ''

BİR ÇOK PROJENİN TÜM DAİRE SATIŞLARINI YAPMIŞ OLAN OFİSİMİZİN PORTFÖYÜNE YENİ ALDIĞI 

''Buca Batı Çıkışı 3+1 120 m2 Doğalgazlı Full Eşyalı Kiralık Daire ''

 BAYAN ÖĞRENCİ TERCİH EDİLMEKTEDİR.
GENEL ÖZELLİKLER...

HER ODAMIZDA TEK KİŞİLİK BAZA YATAK 
ELBİSE DOLABI 
KİTAPLIK
ORTAK KULLANIM VE OTURUM ALANINDA YEMEK MASASI
KÖŞE KOLTUK TAKIMI 
KLİMA /TV VE ÜNİTESİ
MUTFAK ÇİFT KAPILI BUZDOLABI ÇAMAŞIR MAKİNASI BULAŞIK MAKİNASI ANKASTRE SET VE MİKRODALGA FIRIN BULUNMAKTADIR



✅TOPLAM 3 KATLI BİNANIN YÜKSEK GİRİŞ KATI

✅3+1 AÇIK MUTFAK NET KULLANIM ALANI 120 M2 DİR.

✅DOĞALGAZLI

✅DUŞAKABİNLİ BANYO 

✅KAPALI BALKONLU 

✅TÜM CAMLAR PİMAPEN VE SİNEKLİKLİ 

✅TÜM ODALAR AYDINLIK VE GÜNEŞ ALIR 

✅ÖN VE ARKA ÇİFT CEPHE AÇIK

✅İNTERNET ALTYAPILI

✅AİLE APARTMANI / NEZİH KONUM

✅OTOBANA 70 MT 

✅ÜÇKUYULAR MEYDAN 550 MT 

✅ÜNİVERSİTE YERLEŞKEYE 800 MT 

✅TINAZTEPE HASTANESİ 600 MT 

✅ŞEHRİN MERKEZİNDE 

DAİREYİ GÖRMEK İÇİN 
Telefonu Göster";Buca Koop.;10-10-2024;Yüksek Giriş;3 Katlı;12 Yaşında;3 + 1;/ 120 m2;Eşyalı;Doğalgaz;
9 Eylül üniversitesine 5 dakika,kalabalık aileler için geniş, full eşyalı doğalgazlı satılık;2.750.000 TL;3+1 full eşyalı yenilenmiş dairemiz 2 yatak odası 2 salon 2 TV banyolu  kalabalık aileye çevik 1 meydana on adım mesafede, pazar yeri ,9 eylül üniversitesine ve Buca Seyfi Demirsoy Devlet hastanesi' ne 5 dakika yürüme mesafesinde'dir. lokasyon olarak merkezi yerde'dir. 150 M2 ferah aydınlık karanlık odası olmayıp doğalgazlıdır.;Kozağaç;10-10-2024;Giriş Katı;5 Katlı;20 Yaşında;3 + 1;/ 150 m2;Eşyalı;Doğalgaz;
İzmir Buca Kozağaç Meydanda//Cade üzeri 1.kat Ve Bahçekatı.2+1Kiralık Daireler;13.000 TL;"Buca Kozağaç Meydanda Cadde Üzeri 
2Adet Kiralık Dairemiz Mevcut
 Yüksekgiriş Ve Bahçekatı (Kotdaire ) 2+1 İçi yapılı Doğalgazlı Kombili Mutfak Yeni Balkonlu Ve Bahçeli Aydınlık 
Karanlık Odası Yok... 2 Adet Kiralık Dairemiz Mevcut.... 
kira Rakamları 13.000tl verilecektir.... İsteyen İstediği daireyi Kiralaya Bilir
Memeur Kefil İstenilmektedir. Sigortalı Çalışan Karı Koca Veya Emekli Karıkoca İsteniliyor. 
Kalabalık Aile Verilmeyecek.";Kozağaç;12-10-2024;Yüksek Giriş;3 Katlı;21 Yaşında;2 + 1;/ 70 m2;;Doğalgaz;
TINAZTEPE KAMPÜS KARŞISI EŞYASIZ KİRALIK 2+1 DAİRE;17.000 TL;"DETAYLI BİLGİ VE RANDEVU İÇİN

UFUK UĞUR
Telefonu Göster";Kuruçeşme;14-10-2024;1. Kat;2 Katlı;16 Yaşında;2 + 1;/ 75 m2;Eşyalı Değil;;100 TL
* Buca Akıncılar Nato Lokasyonunda Kiralık 3+1 Geniş Daire.!;25.000 TL;"Merkezi Konumda,
 Önü Açık ,
Üç cepheli ,
Açık Otoparklı,
Otobüs /Dolmuş/İzban Güzergahında,
Krediye Uygun,
Ara Kat,
Gün Boyu Aydınlık ve Ferah
  Detaylı Bilgi İçin Lütfen İletişime Geçiniz...";Akıncılar;03-10-2024;3. Kat;3 Katlı;23 Yaşında;3 + 1;/ 140 m2;Eşyalı Değil;;50 TL
DOĞALGAZLI-3 ODA 1 SALON-SONKAT 135 M2;20.000 TL;"DAİRE'MİZ ŞİRİNYER İZBAN'A 100 METRE MESAFEDEDİR.
4 KATLI BİNANIN, SON KATINDADIR.3 ODA 1SALON 135 M2 KÖŞE BİR DAİREDİR.
DOĞALGAZ KOMBİSİ YENİ YAPILMIŞTIR.
DAİRE KOMPLE, 5 YIL ÖNCE SIFIR GİBİ YENİLENMİŞTİR.";İnkılap;14-10-2024;4. Kat;4 Katlı;28 Yaşında;3 + 1;/ 125 m2;Eşyalı Değil;Doğalgaz;50 TL
ADATEPEDE Üniversiteye Yakın .Eşyalı Kiralık Daire;19.000 TL;İktisat Fakültesine çok yakın. 2+1 eşyalı, geniş balkonlu ,güney cephe güneş alan, klimalı otobüs, dolmuş duraklarına 50m. Marketlere 50m.Merkezi konumda daire;Adatepe;09-10-2024;En Üst Kat;3 Katlı;25 Yaşında;2 + 1;/ 80 m2;Eşyalı;Elektrik;
KİRALIK EŞYALI ŞİRİNYER VERGİ DAİRESİ ECEVİT PARKI BİTİŞİĞİ 880/4 SOK NO 6 DAİRE 5;18.000 TL;1+1    100 metre kare teras katı ecevit parkı bitişiği köşe daire oda büyüklüğünde balkon kapalı mutfak pimapen doğrama sürgülü camlar doğalgaz klima mevcut. Eksiksiz kusursuz daire.;Dicle;12-10-2024;4. Kat;4 Katlı;5 Yaşında;1 + 1;/ 98 m2;Eşyalı;Doğalgaz;125 TL
BUCA GÜNLÜK HAFTALIK LÜKS DAİRELER;200 TL;"EVİNİZ KADAR RAHAT TEMİZ GÜVENİLİR
BAYRAMLARDA YEMİN TÖRENLERİNDE FUAR KATILIMLARINIZDA İŞ SEYAHATLERİNİZDE ARKADAŞLARINIZLA
KEYİFLİ VAKİT GEÇİRMEK İSTEDİĞİNİZDE KENDİNİZİ RAHAT HUZURLU VE GÜVENLİ HİSSEDEBİLECEĞİNİZ BİR ORTAM SUNUYORUZ
RESİMLER 100 ORJİNALDİR GELDİĞİNİZDE FARKLI BİR DAİRE İLE KARŞILAŞMAZSINIZ
7/24 REZERVASYON YAPTIRABİLİR DAİREYE GİRİŞ SAĞLAYABİLİRSİNİZ
TEMİZLİK UZMAN EKİBİMİZ TARAFINDAN DETAYLI BİR ŞEKİLDE YAPILMAKTADIR
HAVLU NEVRESİM GİBİ TÜM MALZEMELER GÜNLÜK OLARAK TEMİZLENİP DEĞİŞTİRİLMEKTEDİR";Yaylacık;13-10-2024;3. Kat;4 Katlı;2 Yaşında;2 + 1;/ 55 m2;;;
TURYAP BUCA'DAN ÇAMLIKULE'DE 2+1 D. GAZLI GENİŞ DAİRE;15.500 TL;"DAİREMİZ  ÇİFTÇİ PETROLÜN KARŞI SOKAĞINDADIR
AYNI ZAMANDA İSMAİL SİVRİ BULVARI'NA, ÇABA OTELE, SAĞLIK OCAKLARINA YAKINDIR 
BİNAMIZ AİLE APARTMANIDIR
  DAİREMİZDE DOĞALGAZ MEVCUT OLUP SADECE ABONELİĞE AÇILACAKTIR
ÇEVRESİNDE  ZİNCİR MARKETLER, KAFE, PASTANE VE FIRINLAR MEVCUTTUR.. 
  SOSYAL İMKANLAR AÇISINDAN ŞEHİR MERKEZİNİN SUNDUĞU TÜM OLANAKLARDAN FAZLASIYLA FAYDALANABİLECEĞİNİZ BİR BÖLGEDEDİR.
  DAİREMİZ MEMUR VEYA KURUMSAL FİRMADA ÇALIŞAN AİLEYE VERİLECEKTİR
  KİRACIMIZ ELEKTRİK-SU- DOĞALGAZ ABONELİKLERİNİ ÜZERİNE ALACAKTIR
  DETAYLI BİLGİ VE RANDEVU İÇİN,
TURYAP BUCA TEMSİLCİLİĞİ
GAYRİMENKUL DANIŞMANI
BÜLENT DEMİRALAY
Telefonu Göster
KOD:2027


Bu ilan Emlak Asistanım CRM Programı tarafından otomatik entegre edilmiştir.";Çamlıkule;10-10-2024;Zemin;3 Katlı;16 Yaşında;2 + 1;/ 90 m2;Eşyalı Değil;Doğalgaz;
Tınaztepede Eşyalı Kiralık 1+1;16.000 TL;"DOKUZ EYLÜL TINAZTEPE YERLEŞKESİNİN TAM KARŞISINDADIR.
KONUM OLARAK DEĞERLİ BİR BÖLGEDE YER ALMAKTADIR
TÜM OTOBÜS VE DOLMUŞ DAİREMİZİN YAKININDAN GEÇMEKTEDİR. İZMİRİN HER YERİNE ULAŞIM SAGLANMAKTADIR.
1+1
50 Metrekare
Full Eşyalı
Geniş ve Ferah Daire.
Bahçe katı 
Kapalı mutfak
           ""Bavulunuzu alıp daireye yerleşebilirsiniz.""

Özellikle şehir dışından buraya gelen öğrencilerin ve Çalışanların Rahatlıkla Güven Ve Huzur içinde Kalabileceği bir yerdir.

                  Şimdiden Hayırlısı Olsun.

Daha detaylı bilgi almak ve randevu talep etmek için;
Telefonu Göster Mine Atalay

Telefonu Göster Hülya Pekşen ve

Telefonu Göster no lu telefondandan ulaşabilirsiniz.
 GAYRİMENKUL OFİSİMİZ KANUNEN ALINMASI ZORUNLU
"" MESLEKİ YETERLİLİK BELGESİ VE TAŞINMAZ TİCARETİ YETKİ BELGESİNE ""
SAHİPTİR.";Kuruçeşme;04-10-2024;Bahçe Katı;3 Katlı;10 Yaşında;1 + 1;/ 45 m2;Eşyalı;;200 TL
BUCA TINAZTEPE KAMPÜSÜ YAKINI KİRALIK 1+1 EŞYALI DAİRE;20.500 TL;"İLAN BİLGİLERİ 
BUCA TINAZTEPE KAMPÜSÜ YAKINI KİRALIK 1+1 EŞYALI DAİRE
4 KATLI BİNA'NIN 2. KATIN'DA, 42 M2. ,  EŞYALI, TEMİZ BİR DAİREDİR
KONUM İTİBARİYLE'DE HER TÜRLÜ İHTİYACINIZI KARŞILAYABİLECEK BİR LOKASYONDADIR.";Adatepe;04-10-2024;2. Kat;4 Katlı;4 Yaşında;1 + 1;/ 38 m2;Eşyalı;;250 TL
Buca Hat Boyunda Koşu İzban Durağına Yakın 2+1 85 m2 Ankastre Mutfak Hilton Banyo Çift Cephe Daire;20.000 TL;Buca Koşu İzban Durağında Ana Cadde Yakını 9 Yıllık Bina Çift Cephe Ankastre Mutfak Hilton Banyo Balkon Pimapen Doğrama Bakımlı Kiralık Daire;Akıncılar;03-10-2024;1. Kat;4 Katlı;9 Yaşında;2 + 1;/ 80 m2;Eşyalı Değil;Doğalgaz;100 TL
Buca Yedigöller 2+1 85 M2 D.gazlı Arakat Kiralık Daire;17.000 TL;"DAİRE YEDİGÖLLER ÇAĞDAŞ MAHALLESİNDE TEMİZ DÜZGÜN BİR BÖLGEDEDİR

BİRÇOK ALİSVERİS VE ULASİM İMKANİ MEVCUTTUR

EKSTRA OLARAK KLİMA MEVCUTTUR

SADECE ÖĞRENCİYE KİRALIK";Çağdaş;12-10-2024;2. Kat;5 Katlı;25 Yaşında;2 + 1;/ 80 m2;Eşyalı Değil;Doğalgaz;50 TL
NEZİH SİTE İÇİ ''3+1'' OTOPARKLI - ÇOCUK PARKLI KİRALIK DAİRE;23.000 TL;"İZMİR / BUCA / ATATÜRK MAHALLESİ  
3+1 - 120M2
Site içi
Arakat
Doğalgazlı
Çocuk Parkı
Açık Otopark
Şehir Manzaralı
Yönetimi Olan, Temiz ve Düzgün Sitedir

Dairemiz Konum İtibariyle ;
Hasanağa Bahçesi'ne çok yakınındadır ,
D.E.Ü fakültelerin karşısındadır,
Buca Doğu otobanı yolu üzeri,
Tüm Temel ve Sosyal Olanaklar Yürüme Mesafesindedir.
İlandaki Konum Doğru İşaretlenmiştir.

Detaylı Bilgi ve Randevu İçin ;
GÖRKEM SAYGIN    |    MERTCAN ÇAKIR
Telefonu Göster       |    Telefonu Göster";Atatürk;14-10-2024;8. Kat;9 Katlı;11 Yaşında;3 + 1;/ 118 m2;Eşyalı Değil;;400 TL
NİRVANA'DAN EVKA1 DE EŞYALI KİRALIK DUBLEKS MÜSATKİL EV;32.500 TL;"KAYIT NO: 85
EVİMİZ 3+1 DOĞALGAZLI EŞYALI VE BAHÇELİDİR
TEMİZ HAVASI VE SAKİN ORTAMI İLE
SİZE VİLLA KONFORU DÜZEYİNDE BİR RAHATLIK SUNMAKTADIR
KONUM OLARAK DA JANDARMA KOMUTANLIĞI ve TINAZTEPE ÜNİVERSİTESİNE YAKIN 
MESAFESİYLE GEREK ASKERLERİMİZ GEREKSE ÖĞRENCİLERİMİZ İÇİN 
UYGUN BİR LOKASYONA SAHİPTİR
EVİMİZİ GÖRMEK VE HAKKINDA DAHA DETAYLI  BİLGİ İÇİN 
LÜTFEN BİZİ ARAYINIZ";Murathan;12-10-2024;Bahçe Katı;2 Katlı;26 Yaşında;3 + 1;/ 100 m2;Eşyalı;;
REF'DEN ATATÜRK MAH'DE EŞYA+DOĞALGAZ+KLİMALI KİRALIK 1+1;15.000 TL;DETAYLI BİLGİ İÇİN ARAYINIZ;Atatürk;12-10-2024;Ara Kat;3 Katlı;3 Yaşında;1 + 1;/ 45 m2;Eşyalı;Doğalgaz;
BUCA VALİRAHMİBEY MAHALLESİNDE 3+1 140 M2 KİRALİK EV;22.000 TL;3+1 kiralık140 m24 katlı 4. Katta2 balkonluDoğalgazlı;Vali Rahmi Bey;12-10-2024;4. Kat;4 Katlı;28 Yaşında;3 + 1;/ 140 m2;Eşyalı Değil;Doğalgaz;
ER YAPI EMLAK'TAN ŞİRİNYER FORBES YANI 3+1 BALKONLU D.GAZLI;25.000 TL;"DAİREMİZ KAFELERE, ALIŞVERİŞ MERKEZLERİNE SOSYAL TESİSLERE YÜRÜME MESAFESİNDE YER ALMAKTADIR. 
TÜM İLANLARIMIZ İÇİN LİNKE TIKLAYINIZ.
DETAYLI BİLGİ İÇİN LÜTFEN MÜŞTERİ TEMSİLCİNİZİ ARAYINIZ!";Efeler;10-10-2024;3. Kat;4 Katlı;31 Yaşında;3 + 1;/ 145 m2;Eşyalı Değil;;
Buca Koop'da 3+1 Arakat 3 Balkonlu Asansörlü Kiralık Daire;18.000 TL;Detaylı bilgi ve randevu için iletişime geçiniz.;Buca Koop.;10-10-2024;2. Kat;9 Katlı;20 Yaşında;3 + 1;/ 128 m2;Eşyalı Değil;Doğalgaz;150 TL
Buca Akıncılar Metro Cıkışı;20.000 TL;DOĞAZLGAZLIULAŞIMA / METRO CİKİSİNA YAKİNALİSVERİS MERKEZLERİNE YAKİNAİLE APARTMANİMAX 3 KİSİLİK AİLEYE KADARKİLERLİ CİFT CEPHE BALKONLUFERAH VE ÖNÜ AÇIKÜST KAT ( ÇATI KAPALİ SU VS PROBLEMİ) KESİNLİKLE YOK;Akıncılar;10-10-2024;3. Kat;3 Katlı;18 Yaşında;3 + 1;/ 130 m2;;Doğalgaz;
AY GAYRİMENKULDEN ŞİRİNYER MERKEZDE KİRALIK DAİRE !!!;17.500 TL;"-AY GAYRİMENKUL'DEN-

AY GAYRİMENKUL'DEN ŞİRİNYER MERKEZDE İZBANA 10 DAKİKA 2+1 ''SIFIR'' KİRALIK DAİRE
Buca hürriyet mahallesinde bulunan 2+1 açık mutfak satılık sıfır dairemiz
80m2 alandan oluşmaktadır
Tüm odaları gayet geniş ve ferah olan dairemizin,
Işık almayan odası bulunmamaktadır
Tüm malzemelerimizin özen ile seçilip en sağlam markalardan oluştuğu
Yeni nesil mutfak ve banyosuyla şıklığa şıklık katan
Sağlam ve zarif duran dairemiz'de
Doğalgaz kombi tasisatı tamamen hazır
Oturum raporu alınmış
Asansörü tamamlanmış
Özel dizayn mutfak ve dekorasyonuyla beraber
1.Sınıf CAN marka mutfak mobilyaları
1.Sınıf VİKO marka elektrik kablo sistemleri
1.Sınıf AUİDİO marka görüntülü diafon
1.Sınıf DENİZ marka ısı ve ses yalıtımlı camlarımız
1.Sınıf BAYMAK marka yoğuşturmalı kombi ve
1.Sınıf PETEKLERİ ve
1.Sınıf LED aydınlatma ile
Ailenizle ferah ve huzurlu vakitler geçireceğiniz bir alan sunmaktadır
Dairemizde bulunan tüm mobilya ve peteklerinin jelatinleri dahi sökülmemiş durumdadır
Tüm dairemiz ıslak bölge harici laminant zeminden oluşmaktadır
Bucanın en gelişen mahallesinde bulunan dairemiz
Mühit olarak sesiz ve sakin bir bölgedir
Depo ve Sığınak kulanımına uygun ortak kullanım alanı
Açık ve kapalı otopark bulunan dairemiz
Şirinyer İZBANA 10 dakika yürüme mesafesindedir
ECZANE,SAĞLIK OCAĞI,MAVİ DENİZ TIP HASTANESİ,MİNİBÜS-ESHOT DURAKLARI,PARK,FIRIN,MARKET-AVM,CAFESOSYAL AKTİVİTE ALANLARINA YÜRÜME MESAFESİNDEDİR
GAYRİMENKUL'ÜN PAZARLANMASI VE KİRALANMASINDA
TEK YETKİLİ AY GAYRİMENKUL'DÜR!!!
DAHA DETAYLI BİLGİ VE RANDEVU İÇİN
LÜTFEN İLETİŞİME GEÇİNİZ.

ALİ YUMLU - BROKER-
BİLAL ALTOĞ
Telefonu Göster
AY GAYİMENKUL
***SATMANIN VE KİRALAMANIN
EN HIZLI VE GÜVENİLİR ADRESİ***
TİCARET ODASI YETKİ BELGESİ
NO:3504568";Hürriyet;11-10-2024;3. Kat;4 Katlı;Sıfır Bina;2 + 1;/ 75 m2;Eşyalı Değil;;100 TL
ADATEPE PAZAR YERİ KARŞISI 2+1 FULL EŞYALI KİRALIK DAİRE;20.000 TL;"BUCA ADATEPE MAHALLESİ'NDE 2+1 FULL EŞYALI 100 M2 KİRALIK DAİRE.

KLİMALI KARANLIK ODASI OLMAYAN DAİREMİZ BUCANIN EN NEZİH,SAKİN VE MERKEZİ KONUMUNDADIR.

AÇIK OTOPARKI BULUNMAKTADIR.

BİNA SAKİNLERİNİN EĞİTİM SEVİYESİ YÜKSEK VE KOMŞULUK İLİŞKİLERİ DÜZGÜNDÜR

KAPALI PAZAR YERİNİN KARŞISINDA BULUNAN DAİREMİZ HASANAĞA VE ÜNİVERSİTELERE YAKIN MESAFEDEDİR.
ESHOT DOLMUŞ SON DURAKLARININ YAKININDA OLAN DAİREMİZ ULAŞIM İMKANLARINA YAKIN VE MERKEZİ LOKASYONDADIR.

OKUL MARKET PAZAR YERİ GİBİ YERLERE ÇOK YAKINDIR.

İNTERNET ALTYAPISI MEVCUTTUR.

OTOBÜS VE DOLMUŞ GÜZERGAHLARINDADIR.

KİMSEYİ RAHATSIZ ETMEDEN KİRASINI DÜZGÜN ÖDEYEBİLECEK

DÜRÜST KİŞİLİK SAHİBİ TOPLUM KURALLARINA UYARAK YAŞAMAYI, KENDİSİNİ, AİLESİNİ BİLEN İNSANLAR ARAYABİLİR.

1 KİRA PEŞİN 1 KİRA DEPOZİTO 1 KİRA BEDELİ +KDV EMLAK KOMİSYON ÜCRETİ.

ELEKTRİK, SU, DOĞAZGAZ ABONELİKLERİNİ KİRACI ÜSTÜNE ALACAKTIR.

EVİN İÇERİSİNDEKİ EŞYALAR İÇİN TEMİNAT SENEDİ DÜZENLENMEKTEDİR.




DAİRELERİNİZE ÜCRETSİZ FİYAT DEĞERLENDİRMESİ VE PROFESYONEL FOTOĞRAF ÇEKİMİ YAPILIR
                                                .QUATTRO EMLAK.";Adatepe;26-09-2024;1. Kat;2 Katlı;8 Yaşında;2 + 1;/ 90 m2;Eşyalı;Elektrik;50 TL
Buca Adatepe Mah. Dokuzçeşmeler Kampüs yakını Manzaralı Full Eşyalı 1+1 Kiralık Daire;18.000 TL;"BUCA ADATEPE MAH. DOKUZÇEŞMELER KAMPÜSÜNE YAKIN,  NEZİH,ALTINULUK APT. BULUNAN DAİREMİZ 3 YAŞINDA OLUP

1+1

 FULL EŞYALI
  KLİMALI

BALKONLU

ASANSÖRLÜ

ÇELİK KAPI

ULAŞIMI KOLAY


                               Dokuzçeşmeler  kampüsüne yakınlığı ile komşu olan  temiz ve bakımlı dairemizin  önü açık ve ferahtır .Balkon manzarası  yeşillikler içinde bulunan TÜRK BAYRAKLARI MÜZESİNE bakmaktadır. Bir evin ihtiyacı olan tüm eşyalar en ince detayına kadar düşünülmüş olup dairemiz de mevcuttur. Eğitim ,sağlık ,beslenme, eğlence ve alışveriş gibi sosyal donatılara yakındır. Konumu doğru olarak gösterilmiştir.

                               Dairenin kiralanmasında memur kefil istenmektedir .Tüm abonelikler kiralayan şahsa aittir.

                             Dairemizin kiralama yetkisi  alınmış olup REMAX ARMA  adına AZİME KADIOĞLU ndan kiralıktır.

                             Detaylı bilgi ve iletişim için arayınız.!
                                                            REMAX  ARMA 
                             AZİME KADIOĞLU
                        GSM:      Telefonu Göster
                        OFİS:      0 232 448  32 32";Adatepe;06-10-2024;4. Kat;4 Katlı;3 Yaşında;1 + 1;/ 40 m2;Eşyalı;;150 TL
Şirinyer Efeler Mh Site İçerisi 3+1 Ful Eşyalı Manzaralı Daire;32.000 TL;"TURYAP ŞİRİNYER TEMSİLCİLİĞİ'NDEN KİRALIK

EFELER MAHALLESİ SİTE İÇERİSİNDE, MANZARALI, ASANSÖRLÜ, MERKEZİ LOKASYONDA, FULL LÜKS EŞYALI, 3+1, 140 M2, DOĞALGAZLI, İKİ CEPHELİ, İKİ BALKONLU, İKİNCİ TUVALETLİ, GENİŞ, FERAH, AİLE APARTMANINDA, KEYİFLE OTURABİLECEĞİNİZ, KİRALIK BAKIMLI TEMİZ MANZARALI DAİRE.

DAİREMİZ KONUM OLARAK SEYFİ DEMİRSOY EĞİTİM VE ARAŞTIRMA HASTANESİ VE VERDE ROYAL SİTESİ ARKASINDA YER ALMAKTA OLUP, SİTELER BÖLGESİNDEDİR ; ŞİRİNYER İZBAN İSTASYONUNA, ŞİRİNYER PAZARYERİNE, FORBEST CADDESİNE YÜRÜYÜŞ MESAFESİNDEDİR.

DAİRENİN KİRALANMASINDA TEK YETKİLİ TURYAP ŞİRİNYER TEMSİLCİĞİDİR.

                          AYRINTILI BİLGİ VE ALTERNATİF SEÇENEKLERİMİZ İÇİN LÜTFEN İLETİŞİME GEÇİNİZ.";Efeler;23-09-2024;4. Kat;8 Katlı;25 Yaşında;3 + 1;/ 130 m2;Eşyalı;Doğalgaz;280 TL
İzmir Buca Hürriyet Mah//Şirinyer Menderes Caddesinde//İzbana 8-10Dk Mes.//2.Kat Memura Daire;20.000 TL;"Buca Şirinyer Menderes Caddesinde 
Cadde Üzeri Şirinyer İzbana Yakın 
Konak Tünellerinden Çıkışda
 Şirinyere Dönünce 500Metre İlerde Asır Doğalgaz Yanı
 100M2 2+1 Doğalgazlı Memur Aileye Kiralık Daire";Hürriyet;07-10-2024;2. Kat;4 Katlı;25 Yaşında;2 + 0;/ 95 m2;;Doğalgaz;
DEÜ İİBF YAKINI ARAKAT FULL EŞYALI 1+1 KİRALIK DAİRE;14.500 TL;"DETAYLI BİLGİ VE RANDEVU İÇİN

UFUK UĞUR
Telefonu Göster";Adatepe;14-10-2024;2. Kat;3 Katlı;5 Yaşında;1 + 1;/ 45 m2;Eşyalı;;100 TL
BUCA YILDIZ'DA SİTE İÇİ 3+1 ASANSÖRLÜ FULL YAPILI KİRALIK DAİRE;19.000 TL;DETAYLI BİLGİ VE DAİREYİ GÖRMEK İÇİN ARAYINIZ.;Yıldız;07-10-2024;8. Kat;8 Katlı;13 Yaşında;3 + 1;/ 125 m2;Eşyalı Değil;Doğalgaz;
SAHİBİNDEN ARA KAT EŞYALI DOĞALGAZLI DAİRE;20.000 TL;"TERCİHEN ÖĞRENCİ ,MEMUR KURUMSAL ÇALIŞANA KİRAYA VERİLECEKTİR..

DOGALGAZLI 

İNTERNET ALTYAPISI VARDIR..

HASANAĞABAHÇESİ  DOKUZ ÇEŞMELER  VE ÜNİVERSİTELERE YÜRÜME MESAFESİNDEDİR

KONUMU DOĞRU İŞARETLİ";Adatepe;11-10-2024;Ara Kat;3 Katlı;10 Yaşında;2 + 1;/ 60 m2;Eşyalı;Doğalgaz;200 TL
"PARİSA""DAN YILDIZ MAH. GENİŞ FERAH KLİMALI 1+1 KİRALIK DAİRE";11.000 TL;"BUCA YILDIZ MİGROSA YAKIN
KADIN DOĞUM HASTANESİNE
TINAZTEPE HASTANESİNE
TINAZTEPE KAMPÜSE
BUCA ÜÇKUYULARA YAKIN KONUMDA 
GENİŞ VE KULLANIŞLI BİR DAİREDİR.
DİĞER DAİRELERİMİZ İÇİN İRTİBATA GEÇEBİLİRSİNİZ,,";Yıldız;14-10-2024;3. Kat;3 Katlı;16 Yaşında;1 + 1;/ 60 m2;Eşyalı Değil;;
BUCA BELEDİYESİNİN YAKINİNDA 3+1 KİRALIK DAİRE;25.000 TL;"DOĞALGAZLI
ARAKAT
BELEDİYE 2 DAKİKA MESAFEDE
GENİS SALONLU
4 BALKONLU
TEMİZ MUTFAKLI";Vali Rahmi Bey;12-10-2024;3. Kat;4 Katlı;25 Yaşında;3 + 1;/ 125 m2;Eşyalı Değil;Doğalgaz;
İzmir Buca Çevik Bir Meydanına Yürüme Mesafesin' de Kiralık Daire;25.000 TL;"MY HOUSE EMLAKTAN KİRALIK

*Buca Seyfidemirsoy Hastanesine

*İlk Ve Orta Öğretim Kurumlarına

*Hasan Ağa Bahçesine, Üçkuyalar Meydana, Buca kapalı Pazar Yerine

*Otobüs ve Dolmuş Güzargahına Yakın Konumda dır...



DETAYLI BİLGİ VE RANDEVU İÇİN ARAYINIZ...";Kozağaç;14-10-2024;Zemin;6 Katlı;8 Yaşında;3 + 1;/ 120 m2;Eşyalı Değil;Doğalgaz;
ATATÜRK MH. K.DOĞUM YAKINI '3+1' FULL EŞYA-DGAZLI KİRALIK DAİRE;22.500 TL;"GENEL ÖZELLİKLERİ 
· 3+1
.130m2 · Arakat
·Full Eşyalı
· Doğalgazlı
.Çift Balkon

 KONUM - MUHİT 
Dairemiz ; ATATÜRK Mah.'de Olup ;
Çok Merkezi Konumdadır ,
Kadın Doğum Hastanesi yanı,
Fakültelere , Toplu Taşımaya ve Tüm Temel İhtiyaçlara Yürüme Mesafesindedir.
Konum itibariyle tüm temel ihtiyaçlar elinizin altındadır.
Civarındaki ; market, avm, eczane, pastane, fırın, cafe & restoranlardan

sosyal ihtiyaçlarınızı 2-3 dk'da karşılayabilirsiniz.

 ULAŞIM 
Daire çıkışı caddeden geçen Eshot otobüs ,dolmuşlarla heryöne ulaşımınızı sağlayabilirsiniz.

DAHA DETAYLI BİLGİ VE RANDEVU İÇİN ;
ALİ ERMİŞ - Telefonu Göster
Ofisimiz ve Danışmanlarımız MYK-5 Yetki Belgelidir.";Atatürk;10-10-2024;En Üst Kat;4 Katlı;16 Yaşında;3 + 1;/ 130 m2;Eşyalı;Doğalgaz;100 TL
